id,cuisine
41676,mexican
3152,mexican
38805,mexican
27078,mexican
34940,mexican
16855,mexican
41891,mexican
36715,mexican
49455,mexican
26522,mexican
28420,mexican
329,french
18986,mexican
31705,mexican
7402,mexican
10212,mexican
10640,mexican
38014,mexican
5172,italian
26986,mexican
5088,mexican
24522,mexican
1900,mexican
4801,southern_us
27932,mexican
30941,mexican
42354,mexican
48854,mexican
39058,mexican
34294,southern_us
46593,mexican
22582,mexican
36937,mexican
34596,mexican
42570,mexican
10147,mexican
44796,mexican
46819,mexican
30905,mexican
34980,mexican
49265,mexican
37563,mexican
25673,mexican
14267,mexican
32410,mexican
26392,mexican
27384,mexican
43045,mexican
22576,mexican
11597,mexican
22656,mexican
47811,mexican
7925,mexican
14860,chinese
27525,mexican
7798,mexican
10848,mexican
19062,mexican
32224,mexican
11529,mexican
12155,mexican
30628,mexican
21909,mexican
14291,mexican
3323,southern_us
6502,greek
25833,mexican
31108,mexican
47484,mexican
27396,mexican
48147,mexican
10489,mexican
12014,mexican
4904,mexican
36607,mexican
12756,mexican
32462,mexican
42204,mexican
246,mexican
47061,mexican
15908,mexican
29572,mexican
13458,mexican
14022,mexican
40437,mexican
48136,mexican
17687,mexican
48504,mexican
22857,mexican
11465,mexican
42107,mexican
12514,mexican
46339,mexican
8383,southern_us
27362,mexican
38646,mexican
44084,mexican
12946,mexican
11670,mexican
34916,mexican
2944,mexican
33063,mexican
26982,mexican
2231,mexican
5118,mexican
28258,mexican
44113,mexican
47328,mexican
33937,mexican
40399,mexican
23562,mexican
12787,mexican
13992,mexican
38992,mexican
45269,mexican
15211,mexican
34602,mexican
41779,mexican
4179,mexican
37925,mexican
46161,mexican
5512,mexican
27845,mexican
12024,mexican
41072,mexican
17911,mexican
4237,mexican
40442,mexican
15522,mexican
6804,mexican
43807,mexican
21647,mexican
22758,mexican
32551,mexican
20470,mexican
20842,mexican
43018,mexican
45493,mexican
42442,mexican
14655,mexican
32247,mexican
32302,mexican
42075,mexican
19949,mexican
23352,mexican
48549,mexican
15053,mexican
23490,mexican
12080,chinese
41992,mexican
10618,mexican
2870,southern_us
49226,mexican
10052,mexican
39400,mexican
8410,mexican
15752,mexican
18854,mexican
28448,mexican
27260,mexican
1083,italian
21430,mexican
46343,mexican
12493,mexican
14251,mexican
37764,mexican
3912,mexican
28477,mexican
25100,mexican
44515,mexican
36019,mexican
44471,mexican
27855,mexican
47538,mexican
16954,mexican
5730,mexican
29892,mexican
25581,mexican
43708,mexican
49152,mexican
40984,mexican
13050,mexican
15031,mexican
42841,mexican
16325,southern_us
1866,mexican
29547,mexican
24281,mexican
49183,mexican
41136,mexican
15790,mexican
23832,mexican
4231,mexican
5306,mexican
40103,mexican
45908,mexican
34333,mexican
19999,mexican
9304,mexican
11613,mexican
30183,mexican
14480,mexican
26493,mexican
46415,mexican
23012,mexican
2981,southern_us
31371,mexican
8119,mexican
48376,mexican
42957,mexican
18688,mexican
38876,mexican
11197,mexican
48216,mexican
24611,mexican
16761,mexican
47345,mexican
16477,mexican
31855,mexican
403,mexican
48608,mexican
1985,italian
36249,mexican
27201,mexican
22141,mexican
34166,mexican
4721,mexican
44230,mexican
21409,mexican
29986,mexican
15401,mexican
32341,mexican
46266,mexican
6633,mexican
42713,mexican
9117,mexican
16266,mexican
36470,mexican
16164,mexican
34712,mexican
29117,mexican
34991,mexican
24906,italian
36954,mexican
29979,mexican
16710,mexican
48056,mexican
24035,mexican
32656,mexican
45875,mexican
1735,thai
35986,mexican
45005,mexican
46636,mexican
31507,mexican
31348,mexican
28362,mexican
33305,mexican
36747,mexican
39897,mexican
27450,mexican
49579,mexican
24426,mexican
11507,mexican
6093,mexican
49338,mexican
11560,mexican
49597,mexican
17865,mexican
5995,mexican
9707,mexican
6888,mexican
46148,mexican
19940,mexican
34637,mexican
14214,mexican
15805,mexican
34328,mexican
27174,mexican
24919,mexican
33206,mexican
10745,mexican
41550,mexican
5008,mexican
10685,mexican
15287,mexican
25701,mexican
31525,mexican
27096,mexican
36113,mexican
48480,mexican
1944,mexican
26314,mexican
10478,mexican
15149,mexican
5024,mexican
1676,mexican
2869,mexican
20079,mexican
8053,mexican
6212,mexican
13557,mexican
9735,mexican
39956,mexican
21569,mexican
3269,mexican
4461,mexican
41598,mexican
44612,mexican
20150,mexican
7278,mexican
35809,mexican
21612,mexican
20357,mexican
23355,mexican
27727,mexican
34021,mexican
9970,mexican
36438,mexican
12079,mexican
22380,mexican
28065,mexican
49690,mexican
48671,mexican
18509,southern_us
8903,mexican
23374,mexican
22475,mexican
28418,mexican
42625,mexican
44840,mexican
42121,mexican
2243,mexican
18032,mexican
19392,mexican
25679,mexican
11223,mexican
35867,mexican
33842,mexican
12676,mexican
38377,mexican
344,greek
11864,mexican
16895,mexican
3001,mexican
19195,mexican
3635,mexican
23150,mexican
17502,mexican
16405,mexican
34160,mexican
34495,mexican
18377,mexican
18988,mexican
24880,mexican
48302,mexican
33358,mexican
20732,mexican
22094,mexican
8638,mexican
35556,mexican
27248,mexican
15746,mexican
46404,mexican
23323,mexican
39018,mexican
23510,mexican
27710,mexican
30540,mexican
48945,mexican
37197,mexican
27343,mexican
29349,mexican
38383,mexican
46758,mexican
24859,mexican
18292,mexican
32450,mexican
35936,mexican
36789,mexican
19804,mexican
16604,mexican
585,cajun_creole
29352,mexican
48392,mexican
44324,mexican
5012,mexican
19487,mexican
17263,mexican
26127,mexican
39464,mexican
4870,mexican
16171,mexican
308,italian
19155,mexican
18736,mexican
43352,mexican
24652,mexican
44181,mexican
36237,mexican
30286,mexican
4019,mexican
20111,mexican
35543,mexican
25992,mexican
8275,mexican
49613,mexican
45149,mexican
38610,mexican
18111,mexican
35670,mexican
30349,mexican
12034,mexican
20729,mexican
11458,mexican
16423,mexican
47404,mexican
43875,mexican
43513,mexican
21894,mexican
9350,mexican
18519,mexican
4651,mexican
14831,mexican
32530,mexican
44131,mexican
36724,mexican
20264,mexican
4994,mexican
47875,mexican
1952,chinese
6792,italian
44853,mexican
13807,mexican
14303,mexican
27449,mexican
20389,mexican
32028,mexican
9758,mexican
15295,mexican
14904,mexican
9534,italian
46950,mexican
15648,mexican
44473,mexican
29833,mexican
3015,mexican
43675,mexican
3329,cajun_creole
27359,mexican
18163,mexican
45238,mexican
2146,mexican
17194,mexican
15864,mexican
6084,mexican
44220,mexican
1843,chinese
4777,russian
27182,mexican
47648,mexican
30068,mexican
36696,mexican
47909,mexican
19016,mexican
32683,mexican
224,mexican
2031,mexican
26715,mexican
23886,mexican
28724,mexican
46037,mexican
38683,mexican
19328,mexican
15324,mexican
20480,mexican
43132,mexican
25028,mexican
15859,mexican
13023,mexican
27838,mexican
3661,indian
35313,mexican
45668,mexican
3070,southern_us
20607,mexican
33560,mexican
43354,mexican
19935,mexican
45795,mexican
42932,mexican
42059,mexican
47601,mexican
31240,mexican
5339,southern_us
8192,mexican
4831,chinese
9134,mexican
49500,mexican
45456,mexican
47506,mexican
43238,mexican
43910,mexican
36829,mexican
2771,italian
14712,mexican
37718,mexican
5264,mexican
26273,mexican
48641,mexican
46990,mexican
26575,mexican
43906,mexican
30518,mexican
45950,mexican
15967,mexican
25115,mexican
15112,mexican
34860,mexican
32100,mexican
11239,chinese
809,italian
9212,mexican
34741,mexican
29409,mexican
39986,mexican
21487,mexican
36981,mexican
19115,mexican
37110,mexican
36185,mexican
26244,mexican
18026,mexican
36961,mexican
14384,mexican
6039,mexican
31871,mexican
35841,mexican
16074,mexican
39180,mexican
19331,mexican
8658,mexican
49574,mexican
25237,mexican
6947,mexican
5309,mexican
35914,mexican
14715,mexican
47994,mexican
11508,chinese
41662,mexican
39047,mexican
22933,mexican
5016,mexican
49449,mexican
39029,mexican
1721,mexican
41864,mexican
17358,mexican
36847,mexican
34812,mexican
5486,greek
2492,chinese
45624,mexican
7576,mexican
34773,mexican
16904,mexican
4279,mexican
38068,mexican
7370,mexican
23586,mexican
48790,mexican
26717,mexican
32749,mexican
42536,mexican
5372,italian
37143,mexican
37244,mexican
27674,mexican
778,chinese
14686,mexican
9274,mexican
37769,mexican
12871,mexican
38528,mexican
32968,mexican
6275,italian
4732,italian
9452,indian
29194,mexican
16627,mexican
5127,mexican
26447,mexican
11489,mexican
23884,mexican
14545,mexican
19620,mexican
9771,mexican
21265,mexican
38249,mexican
3483,mexican
21262,mexican
14605,mexican
9448,mexican
15750,mexican
6413,mexican
17585,mexican
10057,mexican
29462,mexican
18943,mexican
22591,mexican
32048,mexican
32249,mexican
39578,mexican
21724,mexican
27119,mexican
25094,mexican
41200,mexican
33033,mexican
21389,mexican
49103,mexican
12519,mexican
26913,mexican
12460,mexican
3397,mexican
3502,chinese
42877,mexican
249,mexican
46008,mexican
14185,mexican
20873,mexican
11722,mexican
24883,mexican
3932,mexican
25728,mexican
16428,mexican
7887,mexican
48364,mexican
47197,mexican
28640,mexican
16758,mexican
39135,mexican
33302,mexican
23677,mexican
25509,mexican
35746,mexican
46195,mexican
19788,mexican
18888,mexican
21153,mexican
44672,mexican
48707,mexican
2232,mexican
36081,mexican
948,italian
24512,mexican
24382,mexican
40648,mexican
48886,mexican
21967,mexican
40119,mexican
38221,mexican
49494,mexican
17286,mexican
10421,mexican
13088,mexican
34348,mexican
15405,mexican
15218,mexican
40233,mexican
26098,mexican
17221,mexican
25198,mexican
22532,mexican
41563,mexican
2554,southern_us
38170,mexican
29476,mexican
33384,mexican
5770,mexican
5628,chinese
44069,mexican
18530,mexican
22369,mexican
9498,mexican
26476,mexican
29939,mexican
9336,mexican
26377,mexican
18442,mexican
13470,mexican
34689,mexican
11016,mexican
28985,mexican
25293,mexican
569,french
29992,mexican
20363,mexican
6981,mexican
30154,mexican
39960,mexican
25975,mexican
4029,indian
49081,mexican
7493,mexican
10393,mexican
6915,mexican
42310,mexican
15612,mexican
23160,mexican
37897,mexican
44731,mexican
3460,southern_us
29855,mexican
31140,mexican
4481,cajun_creole
30882,mexican
511,chinese
1120,italian
42651,mexican
18209,mexican
38368,mexican
31783,mexican
37589,mexican
17752,mexican
37020,mexican
19503,mexican
2718,mexican
28365,mexican
45843,mexican
4514,mexican
4311,chinese
41356,mexican
12022,mexican
6846,mexican
8983,mexican
47589,mexican
14859,mexican
20035,mexican
732,mexican
38568,mexican
10871,mexican
42540,mexican
48782,mexican
17988,mexican
8147,mexican
32029,mexican
25598,mexican
8695,mexican
11213,mexican
21053,mexican
29154,mexican
33691,mexican
32129,mexican
43787,mexican
40642,mexican
39782,mexican
38430,mexican
33438,mexican
31602,mexican
17581,mexican
25169,mexican
35755,mexican
33544,mexican
34252,mexican
30764,mexican
44946,mexican
716,mexican
24668,mexican
24270,mexican
13165,mexican
33758,mexican
3090,mexican
43987,mexican
39021,mexican
44460,mexican
29876,mexican
17737,mexican
36772,mexican
18174,mexican
20924,mexican
39098,mexican
32571,mexican
26957,chinese
11363,mexican
20736,mexican
42639,mexican
43350,mexican
15451,mexican
45175,mexican
5652,mexican
1569,chinese
39036,mexican
13673,mexican
1550,mexican
38553,mexican
38594,mexican
3220,mexican
24686,mexican
10863,mexican
46683,mexican
5113,mexican
34967,mexican
15420,mexican
9607,mexican
7190,mexican
7482,mexican
3928,mexican
11288,mexican
1948,mexican
6590,chinese
20275,mexican
14212,mexican
47990,mexican
36653,mexican
22436,mexican
34790,mexican
45752,mexican
19159,mexican
14515,mexican
27510,mexican
38699,mexican
34959,mexican
7206,mexican
2316,italian
18823,mexican
1909,mexican
48313,mexican
5844,mexican
29975,mexican
41091,mexican
9532,mexican
46569,mexican
10399,mexican
42934,mexican
2688,mexican
27095,mexican
12476,mexican
23070,mexican
9837,mexican
45829,mexican
31887,mexican
28518,mexican
47168,mexican
45321,mexican
20662,mexican
9699,mexican
41018,mexican
705,southern_us
42898,mexican
633,mexican
31443,mexican
18613,mexican
19060,mexican
17845,mexican
1534,mexican
41786,mexican
31656,mexican
17330,mexican
7048,mexican
7938,mexican
46208,mexican
33759,mexican
5526,mexican
26943,mexican
20701,mexican
35701,mexican
36687,mexican
21401,mexican
376,southern_us
6980,mexican
39402,mexican
43095,mexican
18576,mexican
39720,mexican
17526,mexican
27549,mexican
27123,mexican
22979,mexican
46113,mexican
31557,mexican
20414,mexican
14487,mexican
24881,mexican
17955,mexican
39109,mexican
35576,mexican
25876,mexican
24669,mexican
22261,mexican
832,mexican
29742,mexican
21381,mexican
34322,mexican
7224,mexican
17978,mexican
9438,mexican
9458,mexican
41045,mexican
34614,mexican
16651,mexican
8230,mexican
39372,mexican
39357,mexican
44341,mexican
42052,mexican
45208,mexican
28626,mexican
48345,mexican
37791,mexican
15227,mexican
24053,mexican
17716,mexican
6087,mexican
28000,mexican
4320,mexican
21783,mexican
16148,mexican
47562,mexican
31541,mexican
43574,mexican
45475,mexican
16953,mexican
5239,mexican
4595,mexican
37279,mexican
33264,mexican
30484,mexican
9200,mexican
7457,mexican
42413,mexican
18484,mexican
20985,mexican
29503,mexican
45242,mexican
46953,mexican
13948,mexican
1623,italian
33251,mexican
6148,mexican
30392,mexican
144,chinese
20602,mexican
48085,mexican
14896,mexican
47518,mexican
29161,mexican
39363,mexican
694,italian
3887,italian
12671,mexican
31117,mexican
14714,mexican
29993,mexican
20639,mexican
17665,mexican
3969,indian
11014,mexican
19530,mexican
17271,mexican
30457,mexican
22989,mexican
45756,mexican
20297,mexican
10942,mexican
35686,mexican
13032,mexican
7951,mexican
20432,mexican
17971,mexican
4128,mexican
7589,mexican
18816,mexican
12650,mexican
418,indian
36366,mexican
32991,mexican
6424,mexican
8134,mexican
39280,mexican
3091,mexican
23382,mexican
34090,mexican
23320,mexican
14962,mexican
42047,mexican
44805,mexican
36584,mexican
3016,mexican
6391,mexican
38188,mexican
1784,mexican
18300,mexican
3856,french
41841,mexican
16837,mexican
23687,mexican
38118,mexican
27801,mexican
17096,mexican
20235,mexican
13288,mexican
26749,mexican
19084,mexican
35200,mexican
41073,mexican
28016,mexican
18431,mexican
22228,mexican
27456,mexican
325,italian
6543,mexican
7062,mexican
49221,mexican
44536,mexican
24865,mexican
26543,mexican
10096,mexican
38273,mexican
6710,mexican
49243,mexican
19624,mexican
24435,mexican
14883,mexican
22516,mexican
587,southern_us
40539,mexican
11208,mexican
18273,mexican
22762,mexican
13300,mexican
42245,mexican
14177,mexican
4184,mexican
14277,mexican
41308,mexican
34438,mexican
9805,chinese
38007,mexican
23919,mexican
13945,mexican
32279,mexican
17456,mexican
47941,mexican
32310,mexican
44442,mexican
14163,mexican
27573,mexican
777,mexican
44116,mexican
13347,mexican
29348,mexican
14219,mexican
39983,mexican
33682,mexican
21443,mexican
47642,mexican
1759,mexican
1205,greek
4794,mexican
17408,mexican
34666,mexican
40237,mexican
13778,mexican
41289,mexican
3560,mexican
35830,mexican
11151,mexican
12789,mexican
21166,mexican
24716,mexican
25586,mexican
11046,mexican
31793,mexican
28746,mexican
7226,mexican
30991,mexican
47476,mexican
30626,mexican
49367,mexican
35754,mexican
4247,mexican
49423,mexican
22295,mexican
2749,chinese
685,mexican
30988,mexican
46285,mexican
40492,mexican
22264,mexican
15921,mexican
388,chinese
33121,mexican
35685,mexican
4416,french
17725,mexican
39525,mexican
27034,mexican
28470,mexican
38953,mexican
20045,mexican
12896,mexican
39573,mexican
8838,mexican
15399,mexican
39439,mexican
26837,mexican
41220,mexican
35968,mexican
24335,mexican
10983,mexican
5516,mexican
38894,mexican
11887,mexican
31306,mexican
38578,mexican
3561,russian
45095,mexican
30969,mexican
14389,mexican
29670,mexican
40995,mexican
33629,mexican
10616,spanish
30886,mexican
18995,mexican
31098,mexican
34607,mexican
48989,mexican
44542,mexican
47075,mexican
19228,mexican
2685,mexican
11686,mexican
9610,mexican
30405,mexican
43666,mexican
32892,mexican
44741,mexican
6791,mexican
440,italian
22693,mexican
24328,mexican
13800,chinese
23873,mexican
12767,mexican
5929,mexican
20645,mexican
20999,mexican
29995,mexican
35223,mexican
22414,mexican
23410,mexican
36558,mexican
13704,mexican
41952,mexican
46915,mexican
47170,mexican
2295,italian
46128,mexican
48349,mexican
1482,italian
26589,mexican
9418,mexican
31356,mexican
16052,mexican
43594,mexican
29099,mexican
23472,mexican
34914,mexican
19404,mexican
28299,mexican
12314,french
6047,mexican
37581,mexican
12750,mexican
17498,mexican
7694,mexican
14531,mexican
26628,mexican
8205,mexican
25101,mexican
29045,mexican
20917,mexican
8311,mexican
10213,mexican
15241,mexican
46132,mexican
15349,mexican
22580,mexican
47335,mexican
17759,mexican
27633,mexican
42313,mexican
47272,mexican
4553,mexican
15235,mexican
34102,mexican
21227,mexican
9782,mexican
6913,mexican
11944,mexican
19035,mexican
9848,mexican
42745,mexican
40846,mexican
27618,mexican
41067,mexican
13555,mexican
18063,mexican
16962,mexican
8415,southern_us
19041,cajun_creole
38889,mexican
32528,mexican
21750,mexican
11344,mexican
27945,mexican
37025,mexican
789,mexican
25084,mexican
6024,mexican
14741,mexican
20468,mexican
26963,mexican
1451,indian
27745,mexican
31347,mexican
46592,mexican
38107,mexican
5987,mexican
1808,french
23783,mexican
28618,mexican
36764,mexican
11326,mexican
3020,chinese
24326,mexican
34002,mexican
11499,mexican
9268,southern_us
49368,mexican
44720,mexican
13127,mexican
34494,mexican
48382,mexican
18585,mexican
40052,mexican
46321,mexican
49561,mexican
9453,mexican
19555,mexican
17833,mexican
10196,mexican
35996,mexican
22530,mexican
44176,mexican
2669,mexican
10896,mexican
7343,russian
46255,mexican
27043,mexican
20998,mexican
12357,mexican
36339,mexican
45086,mexican
37690,mexican
37829,mexican
3537,mexican
5150,southern_us
13,southern_us
44579,mexican
8749,italian
131,mexican
44306,mexican
19202,mexican
21300,mexican
27286,mexican
18297,mexican
4388,mexican
22234,mexican
7359,mexican
39947,mexican
6855,mexican
46057,mexican
33950,mexican
36009,mexican
23732,mexican
21316,mexican
32806,mexican
34343,mexican
11973,mexican
2380,mexican
30667,mexican
42364,mexican
30258,mexican
34109,mexican
5265,italian
123,mexican
12498,mexican
23713,mexican
25176,mexican
28576,mexican
32563,mexican
38829,mexican
3835,mexican
1960,mexican
43991,mexican
45136,mexican
41554,mexican
10118,mexican
43827,mexican
32583,mexican
31949,mexican
23574,mexican
28211,mexican
21793,mexican
25914,mexican
34735,mexican
26071,mexican
9476,mexican
29443,mexican
16966,mexican
6457,mexican
25882,mexican
48390,mexican
28356,mexican
15699,mexican
2090,mexican
4686,mexican
27937,mexican
25560,mexican
38937,mexican
48670,mexican
2547,mexican
17442,mexican
28669,mexican
4410,russian
36917,mexican
46755,mexican
25321,mexican
47019,mexican
33077,mexican
11593,mexican
44295,mexican
46632,mexican
18503,mexican
29030,mexican
32516,mexican
35128,mexican
41715,mexican
49185,mexican
35517,mexican
13909,mexican
36886,mexican
29304,mexican
29577,mexican
24570,mexican
29466,mexican
10724,mexican
30026,mexican
37133,mexican
29346,mexican
32871,mexican
46420,mexican
29083,mexican
4402,mexican
15877,mexican
33448,mexican
3541,mexican
27704,mexican
28658,mexican
23793,mexican
11040,indian
28419,mexican
37086,mexican
13965,mexican
28674,mexican
5645,mexican
20756,mexican
15548,mexican
14495,mexican
11989,mexican
47482,mexican
14101,mexican
1289,mexican
49473,mexican
39161,mexican
14452,mexican
31489,mexican
15599,mexican
28440,mexican
33624,mexican
24090,mexican
16137,mexican
4819,french
1377,southern_us
47636,mexican
25907,mexican
35894,mexican
20315,mexican
27199,mexican
34055,mexican
26938,mexican
5734,mexican
32241,mexican
2163,southern_us
20340,mexican
6278,mexican
49404,mexican
36731,mexican
29165,mexican
24932,mexican
6591,indian
14644,mexican
43518,mexican
28979,mexican
45821,mexican
26627,mexican
39139,mexican
3026,mexican
13204,mexican
762,mexican
28036,mexican
46514,mexican
34536,mexican
36484,mexican
5676,mexican
13715,mexican
43019,mexican
2471,mexican
34065,mexican
39362,mexican
4987,mexican
28414,french
8710,mexican
6610,italian
28847,mexican
10560,mexican
32993,mexican
16912,mexican
35262,mexican
46936,mexican
14553,mexican
17471,mexican
22897,mexican
2789,mexican
3897,mexican
22751,mexican
16566,mexican
23033,mexican
30500,mexican
13018,mexican
13077,mexican
9177,mexican
16012,mexican
5293,mexican
35451,mexican
5591,mexican
44443,mexican
36811,mexican
7031,mexican
11475,mexican
5556,mexican
33728,mexican
46703,mexican
41776,mexican
4099,mexican
4251,mexican
29381,mexican
30300,mexican
27494,mexican
48254,mexican
32789,mexican
44569,mexican
44160,mexican
18762,mexican
23808,mexican
11875,mexican
35843,mexican
4948,mexican
34713,mexican
8352,mexican
28407,mexican
3506,italian
44338,mexican
38464,mexican
1139,mexican
12287,mexican
27031,mexican
42153,mexican
42686,mexican
44415,mexican
10072,mexican
8618,mexican
14153,mexican
23825,mexican
21440,mexican
13366,mexican
24979,mexican
33437,mexican
4864,chinese
33017,mexican
15122,mexican
42731,mexican
8281,southern_us
2812,mexican
30683,mexican
24249,mexican
12169,mexican
28629,mexican
32774,mexican
15181,mexican
44314,mexican
37583,mexican
28069,mexican
33503,mexican
24015,mexican
39333,mexican
13414,mexican
4855,mexican
6512,southern_us
21974,mexican
9062,mexican
6243,mexican
10675,mexican
35788,mexican
37372,mexican
28810,mexican
23045,mexican
21296,mexican
33484,mexican
30045,mexican
17354,mexican
30061,mexican
41671,mexican
13160,mexican
43260,mexican
43992,mexican
16117,mexican
30403,mexican
37331,mexican
5456,mexican
26893,mexican
44470,mexican
38130,mexican
9361,mexican
19320,mexican
3545,mexican
25778,mexican
34074,mexican
34216,mexican
38817,mexican
20749,mexican
31535,mexican
2052,cajun_creole
18186,mexican
49595,mexican
47592,mexican
26011,mexican
23403,mexican
8005,mexican
19517,mexican
10157,mexican
47071,mexican
22469,mexican
26224,mexican
29482,mexican
8227,mexican
12580,mexican
26385,mexican
49610,mexican
6446,mexican
1766,mexican
19538,mexican
44811,mexican
16844,mexican
28777,mexican
28282,mexican
15025,mexican
35345,mexican
21527,mexican
26997,mexican
40454,mexican
2828,italian
18980,mexican
13604,mexican
9911,mexican
49684,mexican
5056,mexican
2990,cajun_creole
32016,mexican
37476,mexican
33761,mexican
20280,mexican
19266,mexican
17492,mexican
29376,mexican
39788,mexican
606,chinese
28514,mexican
8497,chinese
14688,mexican
6514,mexican
22222,mexican
40303,mexican
23173,mexican
26842,mexican
38197,mexican
6680,mexican
11165,mexican
10077,mexican
10703,chinese
32046,mexican
40961,mexican
35596,mexican
1653,mexican
3886,southern_us
14121,mexican
36351,mexican
32915,mexican
5386,mexican
40215,mexican
183,mexican
24641,mexican
47715,mexican
34390,mexican
712,chinese
12535,mexican
49435,mexican
30517,mexican
3489,italian
1636,mexican
30044,mexican
24095,mexican
22105,mexican
24627,mexican
38840,mexican
9246,mexican
32088,mexican
38769,mexican
5657,mexican
15325,mexican
28603,mexican
42188,mexican
30446,mexican
1757,chinese
32710,mexican
2136,southern_us
27690,mexican
35074,mexican
48873,mexican
39277,mexican
28708,mexican
45762,mexican
37933,mexican
4491,mexican
35597,mexican
15163,mexican
25745,mexican
49614,mexican
41946,mexican
6372,mexican
39604,mexican
42983,mexican
19983,mexican
21892,mexican
20647,mexican
47368,mexican
3557,mexican
41749,mexican
31498,mexican
19271,mexican
15640,mexican
26181,mexican
22491,mexican
31939,mexican
35961,mexican
9811,mexican
40599,mexican
40190,mexican
16581,mexican
22637,mexican
37123,mexican
36020,mexican
2226,italian
43012,mexican
13134,mexican
18749,mexican
1692,french
10138,mexican
25235,mexican
13955,mexican
42655,mexican
12415,mexican
7502,mexican
27394,mexican
44210,mexican
5331,southern_us
25173,mexican
48988,mexican
20735,mexican
22048,mexican
27644,mexican
43242,mexican
28368,mexican
2429,mexican
25477,mexican
30938,mexican
29877,mexican
30451,mexican
48987,mexican
17989,mexican
13439,mexican
33444,mexican
38794,mexican
37227,mexican
39679,mexican
34234,mexican
38038,mexican
7274,mexican
18018,mexican
11450,mexican
48160,mexican
21288,mexican
34704,mexican
46684,mexican
7049,mexican
9116,mexican
22485,mexican
6346,mexican
40269,mexican
35850,mexican
1429,mexican
19739,mexican
38972,mexican
39570,mexican
43463,mexican
21757,mexican
36070,mexican
40550,mexican
22914,mexican
15074,mexican
41576,mexican
46372,mexican
8751,mexican
47378,mexican
21143,mexican
3818,mexican
48486,mexican
23388,mexican
37216,mexican
13142,mexican
828,italian
18468,mexican
25554,mexican
9863,mexican
12771,mexican
3066,italian
35442,mexican
25696,mexican
38136,mexican
35825,mexican
28933,mexican
34629,mexican
22169,mexican
7028,chinese
37204,mexican
16980,mexican
27356,mexican
11736,mexican
1632,mexican
1073,italian
8236,mexican
42866,mexican
30904,mexican
35258,mexican
17290,mexican
35929,mexican
46072,mexican
46763,mexican
47664,mexican
45625,mexican
31177,mexican
33941,mexican
12272,russian
48146,mexican
11812,mexican
42795,mexican
14372,mexican
2964,mexican
9236,mexican
18992,mexican
30902,mexican
30939,mexican
20108,mexican
6562,mexican
46412,mexican
8034,mexican
37521,mexican
46651,mexican
32493,mexican
3251,italian
31825,mexican
2676,mexican
32140,mexican
5326,mexican
38240,mexican
45874,mexican
17253,mexican
25292,mexican
48666,mexican
49278,mexican
47903,mexican
42062,mexican
27885,mexican
21229,mexican
47629,mexican
16695,mexican
5355,mexican
45369,mexican
25736,mexican
29882,mexican
38900,mexican
1508,southern_us
2526,mexican
16563,mexican
49060,mexican
31448,mexican
36746,mexican
1280,southern_us
41950,mexican
25948,mexican
35444,mexican
2881,mexican
44080,mexican
4446,french
47106,mexican
15521,mexican
44359,mexican
48967,mexican
1599,italian
44514,mexican
7140,mexican
27656,mexican
35581,mexican
6359,mexican
41639,mexican
42680,mexican
31520,mexican
47846,mexican
7993,mexican
2996,mexican
27737,mexican
27427,mexican
3734,mexican
44673,mexican
43924,mexican
18628,mexican
3596,mexican
37666,mexican
14633,mexican
36259,mexican
19752,mexican
16697,mexican
9550,mexican
20813,mexican
34356,mexican
3583,mexican
14148,mexican
28329,mexican
166,mexican
12368,mexican
32261,mexican
35306,mexican
1414,chinese
45051,mexican
20767,mexican
23450,mexican
404,italian
527,chinese
25416,mexican
25409,mexican
34603,mexican
20266,mexican
9513,mexican
7794,mexican
19429,mexican
11328,mexican
49242,mexican
40411,mexican
46424,mexican
1634,southern_us
47221,mexican
3963,southern_us
15515,mexican
6735,mexican
41899,mexican
36222,mexican
24468,mexican
9876,mexican
33614,mexican
42279,mexican
46846,mexican
34711,mexican
39556,mexican
1064,mexican
30080,mexican
6076,italian
5670,mexican
44525,mexican
19743,mexican
36205,mexican
9030,mexican
39755,mexican
39434,mexican
37803,mexican
30053,mexican
11661,mexican
17918,mexican
44237,mexican
38536,mexican
47369,mexican
6108,mexican
16807,mexican
41329,mexican
33582,mexican
9570,mexican
47129,mexican
14268,mexican
8395,mexican
38977,mexican
22716,mexican
25753,mexican
12018,mexican
31659,mexican
21149,mexican
10328,mexican
33585,mexican
29192,mexican
46733,mexican
12887,mexican
24354,mexican
39237,mexican
19430,mexican
39895,mexican
34566,mexican
17889,mexican
40652,mexican
31395,mexican
35908,mexican
18341,mexican
17745,mexican
40560,mexican
25097,mexican
31430,mexican
25484,mexican
43668,mexican
2184,mexican
12106,chinese
25747,mexican
11423,mexican
22403,mexican
2880,mexican
15445,mexican
9825,mexican
31607,mexican
9341,mexican
2406,italian
28466,mexican
8619,italian
16097,mexican
11652,mexican
16852,mexican
29111,mexican
33602,mexican
35,mexican
47741,mexican
39820,mexican
25332,mexican
5720,mexican
19634,mexican
34851,mexican
14117,mexican
12195,mexican
33665,mexican
46228,mexican
15964,mexican
47502,mexican
41865,mexican
46055,mexican
8863,mexican
48658,mexican
42251,mexican
33164,mexican
24526,mexican
39431,mexican
3893,southern_us
34175,mexican
6727,mexican
17230,mexican
24579,mexican
15873,mexican
3703,southern_us
27030,mexican
9149,mexican
16152,mexican
49665,mexican
